key,hold_time,flight_time,delay_time
e,127,216.0,208.0
h,119,,
l,79,1247.0,1295.0
l,79,1247.0,194.0
l,79,187.0,1295.0
l,79,187.0,194.0
l,72,1247.0,1295.0
l,72,1247.0,194.0
l,72,187.0,1295.0
l,72,187.0,194.0
o,101,238.0,209.0
