key,hold_time,flight_time,delay_time
 ,110,281.0,311.0
a,189,361.0,280.0
b,140,813.0,783.0
d,140,281.0,251.0
e,125,250.0,266.0
f,126,,
k,141,218.0,266.0
o,125,233.0,234.0
o,125,233.0,235.0
o,125,220.0,234.0
o,125,220.0,235.0
o,110,233.0,234.0
o,110,233.0,235.0
o,110,220.0,234.0
o,110,220.0,235.0
r,108,202.0,234.0
s,157,313.0,281.0
